Marka;Nadwozie;Silnik;Kolor;Cena;Rok Zakupu;Plec Kupujacego;Wiek Kupujacego;Stan
Audi;Hatch-back;3.5;Zolty;438277;2020;M;51;Massachusetts
Mercedes;Sedan;5.0;Zolty;331780;2017;M;39;Rhode Island
Toyota;Hatch-back;5.0;Srebrny;428711;2015;M;47;Colorado
Ford;Cupe;1.5;Zielony;238859;2016;K;64;Utah
Ford;Sedan;1.5;Rozowy;76209;2013;M;25;Arizona
Chevrolet;Kombi;3.5;Rozowy;86129;2017;M;50;DC
BMW;Sedan;3.5;Czerwony;395081;2016;K;28;Nevada
Chrysler;Minivan;2.0;Zolty;244314;2015;M;59;Arizona
Toyota;Cupe;2.5;Bialy;364685;2013;M;21;Virginia
Honda;Pick-up;2.5;Czarny;202327;2008;K;28;North Dakota
Mercedes;Kabriolet;2.0;Czarny;307356;2016;M;60;Pennsylvania
Honda;Minivan;4.5;Szary;465540;2010;M;50;Montana
Cadilac;Hatch-back;3.0;Niebieski;366647;2012;M;44;Montana
Toyota;Kombi;2.0;Czerwony;344276;2016;M;52;New Hampshire
Chrysler;Kabriolet;5.0;Czarny;254014;2011;M;49;Illinois
Volkswagen;Cupe;1.5;Zolty;86328;2020;K;40;Washington
Toyota;Kombi;4.5;Fioletowy;289373;2014;M;28;Oklahoma
Audi;Pick-up;2.5;Szary;187329;2012;K;36;Montana
BMW;Minivan;3.0;Czerwony;487631;2010;K;63;Wisconsin
BMW;Sedan;2.0;Szary;231056;2019;M;28;Nebraska
Audi;Pick-up;2.0;Szary;264002;2010;M;56;Oklahoma
Cadilac;SUV;3.5;Szary;77588;2016;M;63;Oregon
BMW;Sedan;3.0;Czarny;234078;2013;M;37;Kansas
Audi;Minivan;3.0;Czerwony;181896;2019;K;37;Maine
Audi;Cupe;1.5;Fioletowy;274522;2009;M;35;Oregon
Dodge;Hatch-back;4.0;Zolty;380542;2020;K;21;Kentucky
Toyota;Kabriolet;2.0;Szary;192384;2013;M;32;Arkansas
BMW;Pick-up;3.0;Fioletowy;473442;2009;M;31;Montana
Chevrolet;Hatch-back;3.0;Zolty;139410;2017;M;43;Indiana
Volkswagen;Minivan;3.0;Fioletowy;278467;2009;K;48;Arkansas
Dodge;Hatch-back;3.0;Bialy;163289;2010;K;56;Indiana
Volkswagen;Cupe;4.5;Szary;399049;2012;M;48;Texas
Toyota;Hatch-back;4.5;Niebieski;189017;2020;M;51;South Carolina
Mercedes;Sedan;3.0;Brazowy;305850;2019;K;68;Wyoming
Audi;Kombi;3.0;Zielony;254341;2008;K;60;Mississippi
Mercedes;Sedan;5.0;Zolty;87879;2012;K;58;Connecticut
Toyota;Kombi;3.5;Szary;218871;2012;M;20;Oregon
BMW;Pick-up;4.5;Czarny;386636;2008;K;28;Montana
Chrysler;Kombi;2.5;Brazowy;418261;2015;M;55;Utah
Cadilac;Sedan;4.5;Srebrny;472199;2013;K;53;New Jersey
Honda;Sedan;4.0;Rozowy;487821;2015;M;23;Maryland
Audi;Hatch-back;5.0;Czarny;30545;2010;M;36;Idaho
Chevrolet;Minivan;5.0;Czarny;418785;2013;K;42;Mississippi
Cadilac;Pick-up;4.5;Zielony;410360;2020;K;37;Delaware
Toyota;Cupe;3.5;Zolty;92626;2010;K;63;Texas
Chevrolet;Kombi;4.0;Zielony;126193;2010;K;49;Hawaii
BMW;Minivan;2.5;Fioletowy;183577;2010;K;59;West Virginia
Chrysler;Hatch-back;2.5;Niebieski;299155;2017;K;63;Wyoming
Chrysler;Pick-up;4.0;Bialy;152284;2017;M;35;Louisiana
Volkswagen;Cupe;1.5;Zielony;490528;2017;M;48;Utah
Toyota;Hatch-back;4.5;Szary;36651;2015;K;53;Colorado
Chrysler;Sedan;3.0;Zielony;381498;2018;M;21;Nevada
Toyota;SUV;3.0;Bialy;92851;2016;M;68;Missouri
Honda;SUV;2.0;Czarny;141540;2015;M;65;North Carolina
Honda;Minivan;1.5;Fioletowy;376588;2020;K;60;North Dakota
Volkswagen;Kombi;2.5;Czarny;239492;2011;K;63;Illinois
Nissan;Cupe;3.5;Czerwony;436476;2020;M;27;Iowa
Cadilac;Cupe;4.0;Szary;159345;2009;M;69;West Virginia
Chrysler;Pick-up;5.0;Zielony;238929;2012;M;63;New Jersey
Chrysler;Sedan;5.0;Srebrny;233045;2020;M;26;Maine
Chevrolet;Sedan;4.5;Zielony;479491;2019;K;53;Virginia
BMW;Minivan;1.5;Bialy;329424;2017;M;32;Louisiana
Mercedes;Cupe;4.5;Zielony;384341;2020;K;60;New Mexico
Nissan;Hatch-back;1.5;Rozowy;397691;2018;M;60;Florida
Volkswagen;Sedan;4.0;Czerwony;268303;2008;K;42;Montana
Chevrolet;SUV;4.5;Czerwony;159318;2014;M;38;Kansas
Chevrolet;Hatch-back;2.0;Zolty;191390;2017;K;29;Colorado
Chrysler;Sedan;3.5;Rozowy;127545;2015;K;51;Mississippi
Honda;Kombi;5.0;Czarny;113219;2009;M;45;Nevada
Cadilac;Pick-up;1.5;Brazowy;200047;2008;K;33;West Virginia
Cadilac;Kabriolet;4.5;Niebieski;270421;2014;M;27;South Dakota
Chrysler;Cupe;3.0;Szary;143412;2009;K;39;South Carolina
Honda;SUV;2.0;Zielony;55946;2009;K;68;Utah
Nissan;Sedan;3.5;Szary;469346;2020;M;40;Michigan
Honda;Kombi;2.5;Zolty;481924;2008;M;41;Colorado
Honda;Sedan;3.5;Czerwony;116823;2009;K;50;South Carolina
Ford;SUV;4.5;Niebieski;497680;2008;M;27;Ohio
Chrysler;Hatch-back;2.5;Szary;313740;2009;K;36;Minnesota
Volkswagen;Cupe;2.5;Brazowy;218669;2018;M;65;Ohio
Volkswagen;Sedan;2.5;Brazowy;262842;2014;M;30;Vermont
Dodge;Hatch-back;5.0;Czerwony;65479;2020;K;48;Minnesota
Mercedes;Sedan;5.0;Zielony;349606;2014;M;35;Rhode Island
Honda;Sedan;5.0;Zielony;416981;2014;M;57;Missouri
Mercedes;Sedan;4.5;Szary;76204;2009;K;21;Mississippi
Volkswagen;SUV;4.5;Bialy;341286;2016;M;44;New York
Dodge;Kombi;5.0;Niebieski;205588;2015;K;29;Tennessee
Nissan;Kabriolet;4.0;Brazowy;362463;2020;K;70;New York
Toyota;Cupe;4.0;Zielony;211294;2009;K;56;Wisconsin
Cadilac;Pick-up;2.5;Niebieski;313830;2014;M;55;Tennessee
BMW;Kombi;2.0;Brazowy;136852;2010;K;26;New Jersey
Audi;Pick-up;4.5;Brazowy;304605;2020;K;60;Wyoming
Ford;Sedan;1.5;Brazowy;280045;2017;M;49;New Mexico
Volkswagen;Hatch-back;1.5;Fioletowy;481646;2015;K;28;Kansas
Chrysler;Hatch-back;1.5;Zielony;315045;2012;M;30;Indiana
Nissan;SUV;5.0;Czarny;211328;2019;M;39;South Dakota
Honda;Hatch-back;2.5;Rozowy;159711;2016;M;41;Tennessee
Toyota;Pick-up;5.0;Zolty;487036;2014;K;56;South Carolina
BMW;Sedan;4.0;Czarny;78943;2018;M;39;Oklahoma
Volkswagen;Kombi;3.0;Zielony;452747;2020;M;54;Mississippi
Volkswagen;Pick-up;4.0;Bialy;127574;2009;M;38;Illinois
Toyota;Pick-up;2.0;Zielony;418838;2014;K;27;Vermont
Toyota;Kabriolet;2.0;Bialy;395288;2009;M;55;Massachusetts
Volkswagen;Kombi;5.0;Bialy;254495;2012;M;31;Delaware
Dodge;Sedan;4.0;Czerwony;308665;2009;K;64;New Hampshire
Nissan;SUV;2.0;Fioletowy;262789;2016;M;26;Kansas
Ford;Sedan;2.5;Niebieski;201212;2013;M;67;Texas
BMW;Hatch-back;4.5;Zolty;365853;2011;K;23;New Mexico
Nissan;Minivan;2.5;Czarny;121987;2014;K;25;Alabama
Toyota;Sedan;5.0;Fioletowy;100003;2015;M;51;North Dakota
Chevrolet;Cupe;2.0;Srebrny;122578;2009;K;33;Arizona
Honda;Sedan;4.0;Czerwony;269638;2009;M;50;Nebraska
Nissan;Kabriolet;2.5;Rozowy;147463;2014;M;25;Delaware
BMW;Sedan;4.5;Srebrny;152470;2009;M;69;Nevada
Ford;Kabriolet;3.0;Srebrny;454016;2018;M;41;Tennessee
Honda;Pick-up;4.5;Fioletowy;395993;2016;M;33;New Hampshire
Dodge;Sedan;3.5;Czerwony;119970;2009;K;44;Mississippi
Nissan;Kombi;4.5;Bialy;241296;2015;M;44;Washington
Cadilac;Minivan;2.5;Zielony;331215;2018;M;58;Wyoming
Ford;Kabriolet;4.0;Bialy;445919;2018;K;46;Washington
Volkswagen;Kombi;5.0;Zielony;119708;2016;K;24;New Hampshire
Honda;Sedan;4.5;Brazowy;359430;2018;K;69;Michigan
Ford;Sedan;4.0;Szary;37514;2013;K;23;Wisconsin
BMW;Pick-up;1.5;Fioletowy;107790;2011;M;55;Texas
Audi;Kombi;2.5;Brazowy;346822;2016;K;49;Hawaii
Honda;Kombi;3.5;Zolty;480172;2017;K;57;Arizona
Cadilac;SUV;1.5;Szary;110864;2014;K;31;New Mexico
BMW;Kabriolet;2.0;Czarny;268387;2012;M;62;Pennsylvania
Honda;Kombi;4.0;Bialy;468426;2008;M;32;Indiana
BMW;Minivan;4.0;Niebieski;183433;2020;M;69;South Carolina
Honda;Minivan;4.0;Fioletowy;210193;2010;K;61;Hawaii
Toyota;Sedan;3.5;Bialy;157382;2014;M;43;Pennsylvania
Audi;Kombi;1.5;Bialy;417131;2013;K;26;Nebraska
Ford;SUV;2.0;Niebieski;380181;2008;M;43;Indiana
Cadilac;Hatch-back;1.5;Czarny;376403;2020;K;32;Alaska
Chevrolet;SUV;3.0;Rozowy;51235;2013;M;59;Indiana
Toyota;Sedan;2.5;Zielony;42046;2016;M;57;Maryland
Honda;Cupe;2.0;Szary;193366;2008;K;47;New York
Audi;Cupe;4.5;Fioletowy;494058;2013;M;28;Arizona
Cadilac;Hatch-back;5.0;Bialy;309028;2012;K;26;Kansas
Ford;Kombi;4.0;Bialy;148840;2015;K;45;Missouri
Mercedes;Hatch-back;1.5;Srebrny;344165;2014;K;50;Illinois
Chevrolet;Kabriolet;4.5;Niebieski;288143;2010;M;35;Missouri
Cadilac;Sedan;2.0;Zolty;324629;2013;M;63;North Carolina
Chevrolet;Minivan;4.5;Srebrny;325461;2016;K;47;Montana
Toyota;Kombi;4.5;Czerwony;171018;2009;K;37;Florida
Chrysler;Cupe;2.0;Zielony;293121;2010;K;30;Illinois
Nissan;Hatch-back;1.5;Niebieski;484931;2010;M;27;Arizona
Cadilac;Cupe;4.0;Czerwony;113931;2018;M;28;South Carolina
Dodge;Cupe;3.0;Zolty;266750;2020;M;34;Indiana
BMW;Hatch-back;2.0;Rozowy;63657;2018;M;54;Louisiana
Mercedes;Minivan;5.0;Czerwony;369073;2018;M;51;Alaska
Nissan;Sedan;3.0;Zolty;77359;2017;K;62;Alabama
Mercedes;Sedan;4.5;Czerwony;269948;2017;K;59;Mississippi
Audi;SUV;5.0;Brazowy;131870;2020;M;25;Kentucky
BMW;SUV;3.5;Czerwony;210455;2020;K;62;South Dakota
Toyota;Kabriolet;2.0;Zolty;353709;2015;M;26;Oregon
Cadilac;Hatch-back;3.0;Szary;479895;2015;M;26;Mississippi
Nissan;Pick-up;2.0;Szary;198272;2011;K;49;Minnesota
Nissan;Cupe;4.0;Szary;34375;2018;M;24;Maine
Chevrolet;Sedan;3.0;Czerwony;369048;2009;M;62;Minnesota
Audi;Sedan;2.5;Szary;231185;2012;K;40;Nebraska
Volkswagen;Pick-up;4.0;Czerwony;212583;2016;K;31;Florida
Chrysler;Cupe;5.0;Rozowy;92239;2018;M;45;New Mexico
Ford;Kombi;4.0;Zielony;140998;2017;K;64;Maine
Volkswagen;Kombi;2.0;Zielony;405904;2016;K;21;Hawaii
Chevrolet;Cupe;4.0;Szary;252788;2014;M;47;New Jersey
Chrysler;Cupe;3.5;Bialy;270860;2011;K;64;Delaware
Dodge;Kabriolet;5.0;Brazowy;404170;2020;M;20;Indiana
Toyota;Kombi;3.0;Brazowy;34024;2017;M;47;Rhode Island
Dodge;Kombi;1.5;Brazowy;108287;2020;K;46;North Dakota
Dodge;Pick-up;2.5;Rozowy;343704;2008;M;40;North Dakota
Cadilac;Sedan;3.0;Czarny;122024;2015;K;41;Michigan
Chrysler;Sedan;1.5;Srebrny;66279;2009;K;49;Arizona
Dodge;Cupe;2.5;Zielony;275337;2015;K;32;Alabama
Nissan;Cupe;2.5;Czarny;254130;2010;K;22;Wyoming
Volkswagen;Kombi;4.0;Fioletowy;468665;2018;K;52;Georgia
BMW;Pick-up;3.5;Rozowy;146689;2016;M;70;New Mexico
Toyota;Pick-up;2.5;Zolty;91299;2009;K;49;South Carolina
BMW;Minivan;3.0;Rozowy;160871;2011;K;33;Arkansas
Audi;SUV;4.5;Bialy;384558;2014;M;69;New Jersey
Chrysler;Hatch-back;1.5;Czerwony;296070;2018;M;28;Oklahoma
Dodge;Cupe;4.0;Brazowy;166036;2012;M;28;Kansas
Ford;Minivan;2.0;Czerwony;47327;2019;M;46;Arkansas
Chrysler;Minivan;2.5;Zolty;210586;2013;K;46;South Carolina
Audi;Minivan;2.5;Czerwony;479126;2009;K;25;Hawaii
Volkswagen;Kombi;4.5;Srebrny;355833;2019;K;29;New Hampshire
BMW;Hatch-back;1.5;Fioletowy;263200;2017;M;58;New Mexico
Chevrolet;Kombi;2.5;Czarny;354319;2012;M;23;Oregon
Toyota;Sedan;3.0;Szary;234025;2019;M;45;Arizona
Chrysler;Sedan;1.5;Brazowy;314074;2008;M;67;Connecticut
Audi;Hatch-back;4.0;Szary;383456;2020;K;67;California
Audi;Sedan;5.0;Bialy;353594;2016;M;50;Oregon
Audi;Kabriolet;3.0;Zolty;360831;2010;K;22;Indiana
Honda;SUV;3.0;Rozowy;464631;2013;M;51;Maryland
Cadilac;Cupe;2.5;Brazowy;478900;2009;K;25;Washington
Toyota;Sedan;3.0;Bialy;233621;2014;K;23;Rhode Island
Nissan;Hatch-back;4.5;Zolty;333768;2016;M;55;Louisiana
BMW;Minivan;5.0;Czarny;170395;2013;M;50;DC
Honda;Kabriolet;2.0;Szary;277990;2014;K;34;Georgia
BMW;Pick-up;2.5;Srebrny;383762;2008;K;55;Texas
Ford;Kombi;2.0;Zolty;87179;2017;M;48;New Jersey
Cadilac;Minivan;2.0;Szary;385678;2011;M;60;Nevada
BMW;Minivan;3.5;Srebrny;197842;2018;K;20;Kansas
Audi;Sedan;5.0;Niebieski;227017;2017;M;36;Pennsylvania
Chevrolet;Kombi;2.5;Zolty;60359;2012;K;42;California
Honda;SUV;1.5;Szary;483432;2017;M;20;Arizona
BMW;Minivan;4.0;Czarny;129161;2014;K;70;Kentucky
Dodge;Hatch-back;2.0;Szary;298445;2018;M;35;Iowa
Volkswagen;Sedan;2.5;Niebieski;460798;2020;M;62;North Carolina
Volkswagen;Sedan;2.0;Brazowy;317903;2014;M;50;Utah
Dodge;Kombi;2.0;Srebrny;204250;2016;K;24;Connecticut
Nissan;Cupe;1.5;Niebieski;41476;2020;M;65;Missouri
Chevrolet;Minivan;5.0;Bialy;317317;2014;K;67;Massachusetts
BMW;Kombi;2.5;Fioletowy;181396;2010;K;52;Oregon
Dodge;Kabriolet;3.5;Srebrny;408478;2009;K;69;Idaho
Chevrolet;Kabriolet;5.0;Czarny;138083;2014;K;59;North Dakota
Audi;Pick-up;3.5;Niebieski;409351;2018;M;56;Virginia
Volkswagen;Kabriolet;3.5;Srebrny;362607;2011;K;62;South Carolina
Volkswagen;Kombi;4.5;Rozowy;135162;2017;M;54;Pennsylvania
Dodge;Minivan;1.5;Czerwony;332643;2016;M;44;Delaware
Honda;Hatch-back;3.0;Czerwony;165460;2018;K;70;Virginia
Mercedes;Kabriolet;4.5;Zielony;68660;2014;M;66;Tennessee
Chrysler;Cupe;5.0;Rozowy;446677;2017;M;43;Wisconsin
Volkswagen;Sedan;5.0;Bialy;379620;2009;M;44;Arizona
Chevrolet;Cupe;4.0;Zolty;101843;2017;K;36;Connecticut
Volkswagen;Sedan;4.5;Czerwony;350226;2015;M;62;Wyoming
Chevrolet;Kombi;5.0;Czerwony;223813;2011;M;29;Georgia
Chevrolet;SUV;4.5;Szary;161789;2020;M;22;North Carolina
Dodge;Minivan;1.5;Zielony;76260;2018;K;38;Arizona
Nissan;Minivan;2.0;Zielony;499534;2019;M;36;Georgia
Honda;Minivan;4.0;Szary;395592;2019;K;68;North Carolina
BMW;Cupe;3.5;Szary;260792;2014;K;31;Virginia
Nissan;SUV;4.0;Brazowy;370496;2012;K;62;Oklahoma
Honda;SUV;4.0;Niebieski;167294;2009;K;39;Kansas
Nissan;Hatch-back;3.0;Rozowy;65614;2017;M;46;Nevada
Nissan;SUV;5.0;Fioletowy;481970;2017;M;64;Louisiana
Nissan;Sedan;4.0;Niebieski;442328;2010;K;45;West Virginia
BMW;Sedan;1.5;Czerwony;353114;2009;M;30;Colorado
Chevrolet;Cupe;4.0;Bialy;138125;2013;K;26;Michigan
Dodge;Sedan;2.5;Bialy;238707;2017;M;27;Vermont
Volkswagen;Kabriolet;4.5;Czarny;322987;2009;K;54;Arizona
Toyota;Sedan;5.0;Niebieski;82605;2014;K;33;Colorado
Nissan;Sedan;2.0;Szary;469431;2010;M;60;Florida
Mercedes;Sedan;4.5;Zielony;36280;2015;M;40;Utah
Chevrolet;Minivan;2.0;Fioletowy;339115;2020;M;64;Mississippi
Honda;Pick-up;4.5;Niebieski;110494;2013;M;38;Louisiana
Chrysler;Kombi;2.5;Bialy;355341;2010;K;39;Kentucky
BMW;Kabriolet;3.0;Zielony;445292;2018;M;37;North Dakota
Dodge;Hatch-back;2.0;Brazowy;449419;2020;K;22;California
Volkswagen;Sedan;4.5;Niebieski;441649;2014;M;34;Georgia
Honda;Minivan;2.0;Czarny;407080;2018;M;32;California
Audi;Hatch-back;1.5;Bialy;448110;2017;M;31;Florida
Audi;Minivan;2.5;Niebieski;235092;2019;K;37;Arkansas
Toyota;Kabriolet;2.0;Fioletowy;436682;2009;K;41;Connecticut
Dodge;Hatch-back;2.5;Srebrny;452175;2013;M;70;California
Audi;Kabriolet;5.0;Srebrny;202795;2012;K;53;Wisconsin
Volkswagen;SUV;3.5;Zielony;315628;2014;M;69;Wisconsin
Cadilac;Kabriolet;3.5;Zielony;397153;2008;M;21;Arizona
Volkswagen;Kombi;3.0;Szary;383102;2008;K;68;Hawaii
Cadilac;Kabriolet;4.0;Zolty;462658;2016;K;64;Tennessee
Honda;Kombi;3.5;Brazowy;152981;2013;K;43;North Dakota
Chevrolet;Sedan;1.5;Niebieski;458674;2019;M;64;Maine
Honda;Hatch-back;2.0;Srebrny;55569;2011;K;37;Iowa
BMW;Pick-up;3.5;Zielony;308812;2013;K;70;Iowa
Toyota;Kabriolet;4.0;Czarny;433093;2011;M;38;Alabama
Volkswagen;Cupe;4.5;Bialy;149631;2012;M;43;Illinois
Honda;Pick-up;5.0;Czerwony;210764;2008;M;65;Iowa
Toyota;Sedan;4.5;Czarny;188027;2010;K;45;Hawaii
Chrysler;Sedan;5.0;Szary;329941;2013;K;21;Colorado
Audi;Hatch-back;2.5;Fioletowy;256921;2015;K;32;Texas
Mercedes;Sedan;3.5;Zolty;188864;2009;M;57;North Carolina
Toyota;Pick-up;3.5;Czerwony;304746;2012;M;50;New Hampshire
Toyota;Kombi;4.5;Szary;382300;2009;M;46;Wisconsin
Volkswagen;Cupe;3.0;Fioletowy;450331;2019;M;39;Oklahoma
Chevrolet;Kabriolet;3.5;Bialy;465655;2019;K;35;Iowa
Cadilac;Kombi;1.5;Szary;69697;2014;K;50;North Dakota
Cadilac;Hatch-back;4.5;Fioletowy;291741;2019;K;36;Nevada
Nissan;SUV;5.0;Czarny;161448;2013;M;54;Iowa
Chevrolet;Minivan;1.5;Rozowy;244753;2013;M;61;Alaska
Dodge;Kombi;4.5;Zielony;464706;2010;M;66;Ohio
Dodge;SUV;3.5;Brazowy;285182;2020;M;41;Maine
Audi;Hatch-back;3.5;Zolty;149644;2020;M;29;Georgia
Audi;Minivan;5.0;Niebieski;235765;2009;M;55;Louisiana
Ford;Hatch-back;2.0;Czerwony;403391;2011;K;29;New York
Toyota;Sedan;3.0;Niebieski;366255;2010;M;60;Alabama
Audi;SUV;3.0;Brazowy;310698;2017;K;48;Connecticut
Ford;SUV;4.5;Czarny;478760;2009;M;70;Oklahoma
Ford;Cupe;1.5;Zielony;223204;2013;K;23;South Carolina
Nissan;Sedan;2.0;Czerwony;320626;2019;M;41;Georgia
Audi;Hatch-back;3.0;Bialy;326130;2012;M;66;South Carolina
Dodge;Sedan;3.5;Zolty;168727;2020;M;41;North Dakota
Mercedes;Kombi;4.5;Rozowy;190258;2015;K;26;North Carolina
Audi;Hatch-back;1.5;Fioletowy;255784;2017;M;60;Colorado
Chrysler;Sedan;4.5;Szary;343576;2019;M;48;New Jersey
BMW;Sedan;3.0;Szary;396526;2018;K;36;New Jersey
Ford;Sedan;2.0;Fioletowy;318332;2012;M;34;Rhode Island
Nissan;Hatch-back;1.5;Niebieski;386110;2010;M;44;Kentucky
BMW;Sedan;4.0;Fioletowy;369360;2011;K;43;Delaware
Volkswagen;Hatch-back;4.0;Czarny;262427;2014;M;59;Oklahoma
Audi;Pick-up;2.0;Czerwony;398536;2016;M;66;Illinois
Audi;Hatch-back;3.5;Srebrny;474216;2015;K;30;Florida
Mercedes;Pick-up;3.0;Niebieski;425516;2019;K;37;Connecticut
Audi;Kabriolet;1.5;Czerwony;79694;2012;M;50;North Dakota
Honda;SUV;3.5;Fioletowy;219673;2015;M;48;Illinois
Mercedes;Kombi;4.0;Zolty;38692;2014;M;65;South Dakota
Audi;Cupe;4.0;Czarny;186298;2017;K;38;Georgia
Ford;SUV;4.0;Szary;205573;2015;K;70;Tennessee
Volkswagen;Kombi;1.5;Brazowy;130167;2012;M;39;Wyoming
Ford;Pick-up;4.5;Czarny;376348;2014;M;23;Hawaii
Volkswagen;Sedan;3.0;Zolty;359505;2017;M;67;Kansas
Dodge;Kombi;1.5;Fioletowy;384820;2012;K;26;Illinois
Toyota;Hatch-back;3.5;Fioletowy;356989;2013;M;62;Wyoming
Nissan;Kabriolet;4.0;Czarny;97492;2010;M;47;New York
Cadilac;Cupe;4.0;Niebieski;105569;2020;K;66;Wisconsin
Honda;Hatch-back;4.0;Srebrny;397648;2012;K;31;California
Chevrolet;Minivan;3.5;Bialy;364755;2020;M;20;Minnesota
Audi;Sedan;4.0;Brazowy;290763;2012;K;51;Tennessee
Chrysler;Kombi;2.0;Zielony;280829;2012;M;57;Maine
Ford;Cupe;3.0;Brazowy;127597;2014;M;59;Pennsylvania
Audi;Sedan;3.5;Niebieski;338144;2013;K;42;North Carolina
BMW;Hatch-back;4.0;Brazowy;482403;2018;K;51;Iowa
Cadilac;Kombi;4.5;Srebrny;436701;2012;M;38;California
Chrysler;Cupe;2.5;Niebieski;470119;2009;K;39;Ohio
Chrysler;Sedan;3.5;Brazowy;353749;2012;M;53;Arkansas
Chrysler;Cupe;5.0;Rozowy;158362;2012;K;65;Virginia
Chrysler;SUV;2.0;Czerwony;59109;2010;K;70;Illinois
BMW;Pick-up;1.5;Srebrny;140030;2008;M;23;Michigan
Toyota;Kabriolet;4.5;Niebieski;447596;2015;K;48;Utah
Volkswagen;Cupe;5.0;Brazowy;418261;2010;K;44;Minnesota
Honda;Pick-up;4.5;Srebrny;314254;2009;M;34;New Mexico
Volkswagen;Pick-up;3.0;Srebrny;59610;2020;M;39;Georgia
Dodge;Cupe;3.5;Niebieski;175669;2008;M;43;Oklahoma
Honda;Pick-up;4.0;Brazowy;217740;2018;M;36;Wyoming
Volkswagen;Sedan;3.0;Czerwony;473651;2016;K;50;Rhode Island
Ford;Sedan;4.5;Zielony;306413;2018;K;50;North Dakota
Mercedes;Minivan;2.5;Zielony;376315;2014;M;39;New Mexico
Chevrolet;Sedan;3.0;Czerwony;182970;2008;K;45;Virginia
Chrysler;Kabriolet;3.5;Czarny;239746;2009;K;62;Oregon
Chrysler;Kombi;4.5;Niebieski;478843;2020;M;38;Maine
Cadilac;Cupe;5.0;Srebrny;51979;2020;M;68;Colorado
BMW;Sedan;5.0;Fioletowy;70652;2018;M;21;Kansas
Audi;Kabriolet;5.0;Fioletowy;499606;2013;M;65;Vermont
Nissan;Cupe;2.0;Srebrny;266507;2019;K;49;South Dakota
Nissan;Sedan;4.0;Zielony;318399;2018;M;49;Virginia
Chevrolet;SUV;2.5;Bialy;56793;2019;M;38;California
Volkswagen;Hatch-back;4.5;Brazowy;340231;2009;K;42;Iowa
Ford;Hatch-back;4.0;Szary;390681;2020;K;35;New Jersey
Volkswagen;Kombi;2.5;Fioletowy;188719;2014;M;56;North Carolina
Volkswagen;Cupe;2.0;Zielony;202724;2016;M;24;DC
Cadilac;Hatch-back;3.0;Brazowy;72431;2015;M;70;Utah
Ford;Kabriolet;2.5;Szary;464645;2011;M;29;Maryland
Audi;Sedan;4.5;Czarny;156124;2008;M;26;New York
Cadilac;Kabriolet;5.0;Niebieski;176864;2015;M;41;Iowa
Toyota;Minivan;5.0;Czerwony;406051;2020;M;39;New York
BMW;Sedan;3.0;Brazowy;152178;2016;M;49;Mississippi
Ford;Cupe;3.0;Rozowy;259020;2020;K;70;Georgia
Chrysler;Kombi;5.0;Brazowy;122459;2016;M;20;Mississippi
Dodge;Minivan;2.0;Brazowy;79232;2020;M;25;Alabama
BMW;Minivan;1.5;Zolty;142268;2014;K;31;Missouri
Ford;Hatch-back;3.0;Rozowy;382004;2013;M;38;Arizona
Volkswagen;Kombi;4.0;Czarny;301688;2008;K;38;Utah
Audi;SUV;3.0;Srebrny;442609;2014;M;57;New Hampshire
Chevrolet;Kombi;2.5;Srebrny;383778;2012;K;49;Michigan
Cadilac;Sedan;2.0;Szary;228960;2014;K;27;Texas
Cadilac;Sedan;5.0;Niebieski;389882;2016;K;55;South Dakota
Cadilac;Cupe;5.0;Srebrny;471349;2008;K;57;Wyoming
Volkswagen;Hatch-back;3.5;Zolty;246977;2008;M;41;Georgia
BMW;Pick-up;2.0;Brazowy;322661;2018;M;34;Indiana
Cadilac;Hatch-back;2.0;Czarny;258372;2009;K;41;West Virginia
Toyota;Hatch-back;4.5;Bialy;32901;2011;K;46;Iowa
BMW;Sedan;2.0;Bialy;144789;2011;M;48;South Dakota
Toyota;Pick-up;1.5;Fioletowy;322182;2008;M;68;Connecticut
Audi;Minivan;2.0;Srebrny;158506;2016;K;31;Wyoming
Nissan;Hatch-back;4.0;Czarny;115132;2013;K;23;North Dakota
Cadilac;Kombi;4.5;Srebrny;258219;2015;K;53;Nebraska
BMW;Sedan;4.5;Brazowy;250451;2011;M;66;Alaska
BMW;Sedan;2.5;Srebrny;249516;2017;M;32;Minnesota
Ford;Kabriolet;2.0;Czarny;275082;2015;M;58;Colorado
Chrysler;Cupe;3.0;Niebieski;311596;2013;K;47;Wyoming
Audi;Kombi;2.0;Szary;493393;2015;M;27;Florida
Chrysler;Minivan;3.0;Zolty;454973;2011;K;23;New Jersey
Ford;Hatch-back;3.5;Rozowy;251974;2019;M;21;Vermont
BMW;Hatch-back;4.0;Rozowy;47961;2018;M;55;South Carolina
Ford;Cupe;1.5;Brazowy;30825;2018;K;50;Hawaii
Honda;Minivan;5.0;Rozowy;158709;2009;M;40;Colorado
Chevrolet;SUV;4.0;Zolty;119355;2014;M;37;Rhode Island
Chevrolet;Kombi;3.0;Niebieski;369116;2013;M;23;Utah
Nissan;Minivan;2.5;Bialy;111408;2020;K;49;California
Mercedes;Kombi;5.0;Zielony;117110;2011;K;30;North Dakota
BMW;Cupe;1.5;Rozowy;280928;2019;M;26;Ohio
Nissan;Minivan;2.5;Brazowy;354424;2012;M;61;North Dakota
Mercedes;Pick-up;4.0;Zolty;48429;2013;K;58;Alaska
